stage,run_id,config_id,tier,seq_len,num_heads,head_dim,tau,theory_tau,seed,train_tokens,eval_lengths,passkey_lengths,passkey_trials,completed_at,train_time_sec,eval_time_sec,inv_freq_hash,ppl_json,passkey_summary_json
pilot,pilot_L256_H4_Dh128_tau0.00_seed42,L256_H4_Dh128,50m,256,4,128,0.0,8.0,42,8388608,"[256,512,1024,2048]","[512,1024]",8,2026-03-06 19:00:47,651.59,4.78,8af61aed5474208f,"{""1024"":521.1342,""2048"":472.8989,""256"":369.1618,""512"":412.6685}","{""L=1024_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0056,""retrieval_rate"":0.5,""trials"":8},""L=512_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0427,""retrieval_rate"":0.625,""trials"":8}}"
pilot,pilot_L256_H4_Dh128_tau6.00_seed42,L256_H4_Dh128,50m,256,4,128,6.0,8.0,42,8388608,"[256,512,1024,2048]","[512,1024]",8,2026-03-06 19:12:52,716.53,4.44,9d665a76f4f85923,"{""1024"":527.2945,""2048"":482.5033,""256"":384.5109,""512"":423.0491}","{""L=1024_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0854,""retrieval_rate"":0.75,""trials"":8},""L=512_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0349,""retrieval_rate"":0.75,""trials"":8}}"
pilot,pilot_L256_H4_Dh128_tau8.00_seed42,L256_H4_Dh128,50m,256,4,128,8.0,8.0,42,8388608,"[256,512,1024,2048]","[512,1024]",8,2026-03-06 19:25:02,720.65,4.44,63fb3b705926604a,"{""1024"":497.2267,""2048"":452.7605,""256"":348.5226,""512"":392.88}","{""L=1024_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0548,""retrieval_rate"":0.75,""trials"":8},""L=512_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.0222,""retrieval_rate"":0.375,""trials"":8}}"
pilot,pilot_L256_H4_Dh128_tau10.00_seed42,L256_H4_Dh128,50m,256,4,128,10.0,8.0,42,8388608,"[256,512,1024,2048]","[512,1024]",8,2026-03-06 19:36:52,701.71,4.24,6e17f38d8890418c,"{""1024"":485.8655,""2048"":439.3788,""256"":338.954,""512"":376.39}","{""L=1024_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0413,""retrieval_rate"":0.75,""trials"":8},""L=512_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0706,""retrieval_rate"":0.75,""trials"":8}}"
pilot,pilot_L256_H4_Dh128_tau12.00_seed42,L256_H4_Dh128,50m,256,4,128,12.0,8.0,42,8388608,"[256,512,1024,2048]","[512,1024]",8,2026-03-06 19:47:49,646.95,4.2,6c71d022b8a1b7a6,"{""1024"":530.1967,""2048"":479.4098,""256"":361.8431,""512"":412.0875}","{""L=1024_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.109,""retrieval_rate"":0.75,""trials"":8},""L=512_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.1449,""retrieval_rate"":1.0,""trials"":8}}"
pilot,pilot_L256_H8_Dh64_tau0.00_seed42,L256_H8_Dh64,50m,256,8,64,0.0,4.0,42,8388608,"[256,512,1024,2048]","[512,1024]",8,2026-03-06 19:59:19,673.23,4.98,88654f1fe2a414d3,"{""1024"":528.9608,""2048"":492.083,""256"":379.8216,""512"":425.9049}","{""L=1024_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.0298,""retrieval_rate"":0.5,""trials"":8},""L=512_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.1719,""retrieval_rate"":0.75,""trials"":8}}"
pilot,pilot_L256_H8_Dh64_tau3.00_seed42,L256_H8_Dh64,50m,256,8,64,3.0,4.0,42,8388608,"[256,512,1024,2048]","[512,1024]",8,2026-03-06 20:11:05,693.9,4.84,514ce7a3f617989a,"{""1024"":530.3688,""2048"":487.6103,""256"":380.555,""512"":421.9606}","{""L=1024_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0163,""retrieval_rate"":0.625,""trials"":8},""L=512_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.1222,""retrieval_rate"":0.875,""trials"":8}}"
pilot,pilot_L256_H8_Dh64_tau4.00_seed42,L256_H8_Dh64,50m,256,8,64,4.0,4.0,42,8388608,"[256,512,1024,2048]","[512,1024]",8,2026-03-06 20:22:50,692.91,4.77,78ebc7bc32db94cc,"{""1024"":507.6234,""2048"":471.0178,""256"":372.8532,""512"":401.4768}","{""L=1024_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0713,""retrieval_rate"":0.5,""trials"":8},""L=512_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.1315,""retrieval_rate"":0.625,""trials"":8}}"
pilot,pilot_L256_H8_Dh64_tau5.00_seed42,L256_H8_Dh64,50m,256,8,64,5.0,4.0,42,8388608,"[256,512,1024,2048]","[512,1024]",8,2026-03-06 20:34:28,686.42,4.74,1749296c29fa0662,"{""1024"":528.2096,""2048"":480.0364,""256"":373.2342,""512"":415.7604}","{""L=1024_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0638,""retrieval_rate"":0.5,""trials"":8},""L=512_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0321,""retrieval_rate"":0.75,""trials"":8}}"
pilot,pilot_L256_H8_Dh64_tau6.00_seed42,L256_H8_Dh64,50m,256,8,64,6.0,4.0,42,8388608,"[256,512,1024,2048]","[512,1024]",8,2026-03-06 20:46:27,707.41,5.18,59728d815a17437b,"{""1024"":532.1021,""2048"":485.9935,""256"":381.5913,""512"":428.316}","{""L=1024_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0649,""retrieval_rate"":0.625,""trials"":8},""L=512_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0359,""retrieval_rate"":0.75,""trials"":8}}"
pilot,pilot_L256_H16_Dh32_tau0.00_seed42,L256_H16_Dh32,50m,256,16,32,0.0,2.0,42,8388608,"[256,512,1024,2048]","[512,1024]",8,2026-03-06 20:58:57,727.12,6.27,692c6b49afbbd659,"{""1024"":597.2532,""2048"":577.8112,""256"":439.0611,""512"":478.6529}","{""L=1024_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0591,""retrieval_rate"":0.75,""trials"":8},""L=512_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0786,""retrieval_rate"":0.625,""trials"":8}}"
pilot,pilot_L256_H16_Dh32_tau1.50_seed42,L256_H16_Dh32,50m,256,16,32,1.5,2.0,42,8388608,"[256,512,1024,2048]","[512,1024]",8,2026-03-06 21:11:22,727.88,5.75,b480952fb40bfcf6,"{""1024"":542.0448,""2048"":521.7806,""256"":373.8819,""512"":418.1886}","{""L=1024_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.0029,""retrieval_rate"":0.625,""trials"":8},""L=512_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.1712,""retrieval_rate"":0.875,""trials"":8}}"
pilot,pilot_L256_H16_Dh32_tau2.00_seed42,L256_H16_Dh32,50m,256,16,32,2.0,2.0,42,8388608,"[256,512,1024,2048]","[512,1024]",8,2026-03-06 21:23:40,721.78,5.74,4ff30ba6c9ce317c,"{""1024"":536.0751,""2048"":512.2352,""256"":380.1636,""512"":416.641}","{""L=1024_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0565,""retrieval_rate"":0.5,""trials"":8},""L=512_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0612,""retrieval_rate"":0.5,""trials"":8}}"
pilot,pilot_L256_H16_Dh32_tau2.50_seed42,L256_H16_Dh32,50m,256,16,32,2.5,2.0,42,8388608,"[256,512,1024,2048]","[512,1024]",8,2026-03-06 21:36:06,734.84,5.81,8705811f91cee062,"{""1024"":542.3206,""2048"":512.7274,""256"":381.8714,""512"":424.8757}","{""L=1024_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.1501,""retrieval_rate"":0.625,""trials"":8},""L=512_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.157,""retrieval_rate"":0.75,""trials"":8}}"
pilot,pilot_L256_H16_Dh32_tau3.00_seed42,L256_H16_Dh32,50m,256,16,32,3.0,2.0,42,8388608,"[256,512,1024,2048]","[512,1024]",8,2026-03-06 21:48:36,733.96,5.75,f0ca31fbfcf57819,"{""1024"":546.8673,""2048"":512.6423,""256"":382.7246,""512"":431.7631}","{""L=1024_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0843,""retrieval_rate"":0.625,""trials"":8},""L=512_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0331,""retrieval_rate"":0.625,""trials"":8}}"
pilot,pilot_L512_H4_Dh128_tau0.00_seed42,L512_H4_Dh128,50m,512,4,128,0.0,5.66,42,8388608,"[512,1024,2048,4096]","[1024,2048]",8,2026-03-06 22:00:51,713.8,9.98,8af61aed5474208f,"{""1024"":470.9644,""2048"":488.2152,""4096"":465.5685,""512"":476.1992}","{""L=1024_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.0202,""retrieval_rate"":0.625,""trials"":8},""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0397,""retrieval_rate"":0.5,""trials"":8}}"
pilot,pilot_L512_H4_Dh128_tau4.24_seed42,L512_H4_Dh128,50m,512,4,128,4.24,5.66,42,8388608,"[512,1024,2048,4096]","[1024,2048]",8,2026-03-06 22:12:57,716.17,9.93,606fa156d9115990,"{""1024"":453.3273,""2048"":473.0905,""4096"":446.6331,""512"":446.7438}","{""L=1024_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.0202,""retrieval_rate"":0.375,""trials"":8},""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.1506,""retrieval_rate"":0.75,""trials"":8}}"
pilot,pilot_L512_H4_Dh128_tau5.66_seed42,L512_H4_Dh128,50m,512,4,128,5.66,5.66,42,8388608,"[512,1024,2048,4096]","[1024,2048]",8,2026-03-06 22:25:04,716.54,9.98,8a23105f16618669,"{""1024"":454.0149,""2048"":489.6349,""4096"":459.4846,""512"":460.9764}","{""L=1024_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.0862,""retrieval_rate"":0.5,""trials"":8},""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.1374,""retrieval_rate"":0.625,""trials"":8}}"
pilot,pilot_L512_H4_Dh128_tau7.07_seed42,L512_H4_Dh128,50m,512,4,128,7.07,5.66,42,8388608,"[512,1024,2048,4096]","[1024,2048]",8,2026-03-06 22:37:11,717.17,9.88,50edd7dae8ea62e0,"{""1024"":482.1777,""2048"":520.4972,""4096"":496.4256,""512"":511.7915}","{""L=1024_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.1599,""retrieval_rate"":0.25,""trials"":8},""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.0408,""retrieval_rate"":0.5,""trials"":8}}"
pilot,pilot_L512_H4_Dh128_tau8.49_seed42,L512_H4_Dh128,50m,512,4,128,8.49,5.66,42,8388608,"[512,1024,2048,4096]","[1024,2048]",8,2026-03-06 22:49:17,716.17,9.9,2e6b8adc47530cd3,"{""1024"":484.0199,""2048"":517.4468,""4096"":489.1501,""512"":496.6481}","{""L=1024_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.036,""retrieval_rate"":0.5,""trials"":8},""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0547,""retrieval_rate"":0.625,""trials"":8}}"
pilot,pilot_L512_H8_Dh64_tau0.00_seed42,L512_H8_Dh64,50m,512,8,64,0.0,2.83,42,8388608,"[512,1024,2048,4096]","[1024,2048]",8,2026-03-06 23:01:28,704.1,11.92,88654f1fe2a414d3,"{""1024"":494.4954,""2048"":518.5116,""4096"":492.1162,""512"":489.7513}","{""L=1024_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.015,""retrieval_rate"":0.625,""trials"":8},""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0824,""retrieval_rate"":0.5,""trials"":8}}"
pilot,pilot_L512_H8_Dh64_tau2.12_seed42,L512_H8_Dh64,50m,512,8,64,2.12,2.83,42,8388608,"[512,1024,2048,4096]","[1024,2048]",8,2026-03-06 23:13:25,704.95,12.27,d85721c5aa6a30d4,"{""1024"":456.1108,""2048"":469.3489,""4096"":444.3875,""512"":426.9269}","{""L=1024_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0083,""retrieval_rate"":0.5,""trials"":8},""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.1162,""retrieval_rate"":0.875,""trials"":8}}"
pilot,pilot_L512_H8_Dh64_tau2.83_seed42,L512_H8_Dh64,50m,512,8,64,2.83,2.83,42,8388608,"[512,1024,2048,4096]","[1024,2048]",8,2026-03-06 23:25:21,703.92,11.96,c1fb591de60ec684,"{""1024"":468.9187,""2048"":494.7249,""4096"":465.2862,""512"":472.1733}","{""L=1024_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.0894,""retrieval_rate"":0.375,""trials"":8},""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.1193,""retrieval_rate"":0.75,""trials"":8}}"
pilot,pilot_L512_H8_Dh64_tau3.54_seed42,L512_H8_Dh64,50m,512,8,64,3.54,2.83,42,8388608,"[512,1024,2048,4096]","[1024,2048]",8,2026-03-06 23:37:16,702.37,12.18,460094140c4e92a5,"{""1024"":458.3288,""2048"":478.7563,""4096"":458.2504,""512"":456.1495}","{""L=1024_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.0339,""retrieval_rate"":0.25,""trials"":8},""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.015,""retrieval_rate"":0.625,""trials"":8}}"
pilot,pilot_L512_H8_Dh64_tau4.24_seed42,L512_H8_Dh64,50m,512,8,64,4.24,2.83,42,8388608,"[512,1024,2048,4096]","[1024,2048]",8,2026-03-06 23:49:08,700.92,11.74,f3529f8284b8cde4,"{""1024"":436.4616,""2048"":460.5661,""4096"":433.3734,""512"":424.455}","{""L=1024_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0248,""retrieval_rate"":0.625,""trials"":8},""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0157,""retrieval_rate"":0.5,""trials"":8}}"
pilot,pilot_L512_H16_Dh32_tau0.00_seed42,L512_H16_Dh32,50m,512,16,32,0.0,1.41,42,8388608,"[512,1024,2048,4096]","[1024,2048]",8,2026-03-07 00:02:22,762.9,16.15,692c6b49afbbd659,"{""1024"":496.7133,""2048"":514.5522,""4096"":502.3556,""512"":477.7061}","{""L=1024_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.1123,""retrieval_rate"":0.625,""trials"":8},""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0193,""retrieval_rate"":0.625,""trials"":8}}"
pilot,pilot_L512_H16_Dh32_tau1.06_seed42,L512_H16_Dh32,50m,512,16,32,1.06,1.41,42,8388608,"[512,1024,2048,4096]","[1024,2048]",8,2026-03-07 00:15:20,761.48,16.08,a28e7fce0a1794f5,"{""1024"":478.5613,""2048"":492.2249,""4096"":473.9971,""512"":453.6748}","{""L=1024_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0021,""retrieval_rate"":0.5,""trials"":8},""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0467,""retrieval_rate"":0.5,""trials"":8}}"
pilot,pilot_L512_H16_Dh32_tau1.41_seed42,L512_H16_Dh32,50m,512,16,32,1.41,1.41,42,8388608,"[512,1024,2048,4096]","[1024,2048]",8,2026-03-07 00:28:17,761.58,16.07,0ea566e18b94b1fc,"{""1024"":475.8731,""2048"":509.4895,""4096"":490.902,""512"":456.2753}","{""L=1024_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0193,""retrieval_rate"":0.625,""trials"":8},""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0298,""retrieval_rate"":0.5,""trials"":8}}"
