L,index,theta_sigmoid,log_theta_sigmoid,k,x0
131072,49,0.0001003065484021032,-9.207279576971,0.4575669676770098,31.5
131072,50,0.00010019371878277895,-9.208405058077023,0.4575669676770098,31.5
131072,51,0.00010012236912478499,-9.209117428828234,0.4575669676770098,31.5
131072,52,0.00010007723808427903,-9.20956828926597,0.4575669676770098,31.5
131072,53,0.0001000486864225989,-9.209853626230126,0.4575669676770098,31.5
131072,54,0.00010003062161346071,-9.210034202716168,0.4575669676770098,31.5
131072,55,0.00010001919113406549,-9.210148479048154,0.4575669676770098,31.5
131072,56,0.00010001195820982763,-9.210220797027276,0.4575669676770098,31.5
131072,57,0.00010000738127178507,-9.210266561982356,0.4575669676770098,31.5
131072,58,0.0001000044849719384,-9.210295523262518,0.4575669676770098,31.5
