b,L_train,L_eval,alloc,tau,n_wL_le1,erank_raw,erank_whit,C_cos,C_full,cond_whit,erank_raw_sym,erank_whit_sym,C_cos_sym,C_full_sym,logdet_erank_sym
500000.0,4096,8192,EVQ-Cosh tau=2.0,2.0,3,18.150104,18.925744,6.0701142,9.429202,2.7597045e+08,20.910232,22.684425,5.9968441,6.0395498,146.89341
500000.0,4096,16384,EVQ-Cosh tau=2.0,2.0,3,20.246399,21.102813,4.6313565,6.5409088,4.4511951e+08,23.205681,24.542092,3.2181893,4.4329865,979.74244
500000.0,4096,4096,EVQ-Cosh tau=2.5,2.5,3,18.950524,19.753082,5.7362129,8.2355464,6502462.1,21.724773,23.080746,5.179758,5.8645924,91.382597
500000.0,4096,8192,EVQ-Cosh tau=2.5,2.5,3,21.009873,21.780152,3.6338799,6.1011055,1.3923964e+10,23.658649,25.405317,3.0574152,3.6508572,600.2283
500000.0,4096,16384,EVQ-Cosh tau=2.5,2.5,2,23.093604,23.828584,2.8755785,4.122697,2339072.1,25.370392,26.400064,2.6708313,2.9078844,3350.8678
500000.0,4096,4096,EVQ-Cosh tau=3.0,3.0,2,21.788015,22.495119,3.0868458,5.5411244,5.5429041e+08,24.190835,25.98275,3.1897719,3.104937,374.49804
500000.0,4096,8192,EVQ-Cosh tau=3.0,3.0,2,23.67128,24.426576,2.6669154,3.4395742,168564.7,26.147496,27.020324,2.016317,2.5538891,1928.1568
500000.0,4096,16384,EVQ-Cosh tau=3.0,3.0,2,25.44747,26.0158,1.1688105,2.7801849,4.0875715e+09,27.337341,29.129897,1.1246435,1.1631587,6968.8224
500000.0,4096,4096,cos-opt,,1,28.020664,28.562858,1.0000266,1.0485087,10.954878,28.100436,29.344068,1.0000383,1.0000355,0
500000.0,4096,8192,cos-opt,,1,28.080508,28.623541,1.0000067,1.0121302,10.911351,28.10162,29.34409,1.0000232,1.000023,0
500000.0,4096,16384,cos-opt,,1,28.096198,28.638729,1.0000017,1.003033,10.89911,28.105631,29.344109,1.0000115,1.0000124,0
500000.0,4096,4096,full-opt,,1,28.098238,28.641932,1.0000271,1.0011838,10.89891,28.1002,29.343779,1.000184,1.0001976,314.78284
500000.0,4096,8192,full-opt,,1,28.099879,28.643286,1.0000067,1.0002968,10.897299,28.101595,29.344058,1.0000386,1.0000406,643.38879
500000.0,4096,16384,full-opt,,1,28.10104,28.643664,1.0000017,1.0000742,10.895593,28.105635,29.344111,1.0000093,1.0000102,1343.8547
500000.0,4096,4096,logdet-opt,,1,28.098235,28.641929,1.0000272,1.0012024,10.899147,28.100214,29.343818,1.0001737,1.0001806,308.05449
500000.0,4096,8192,logdet-opt,,1,28.099879,28.643286,1.0000067,1.0003015,10.897364,28.101612,29.344082,1.0000273,1.0000268,0
500000.0,4096,16384,logdet-opt,,1,28.10104,28.643664,1.0000017,1.0000754,10.895609,28.105635,29.344113,1.0000091,1.0000098,0
500000.0,4096,4096,uniform,,0,31.971949,31.97195,2.9560749e-05,0.0013110715,1.3813781,31.999655,31.999659,0.00019162335,0.00017028187,4095.4557
500000.0,4096,8192,uniform,,0,31.993001,31.993001,7.2297208e-06,0.00032856958,1.174119,31.999875,31.999876,6.826067e-05,6.2147434e-05,8191.4681
500000.0,4096,16384,uniform,,0,31.998252,31.998252,1.8029519e-06,8.1942431e-05,1.0834322,31.999986,31.999986,7.9902797e-06,6.882323e-06,16383.493
