distance,score_standard,score_sigmoid,score_diff
345,0.30388325452804565,0.6265770792961121,0.3226938247680664
346,0.30552417039871216,0.6840229034423828,0.37849873304367065
347,0.2923967242240906,0.5476396083831787,0.25524288415908813
348,0.2684498727321625,0.3424829840660095,0.07403311133384705
349,0.24287700653076172,0.25814926624298096,0.015272259712219238
350,0.22195696830749512,0.37678205966949463,0.1548250913619995
351,0.20565646886825562,0.5984736680984497,0.3928171992301941
352,0.19177457690238953,0.7315332889556885,0.5397586822509766
353,0.18247509002685547,0.6648885607719421,0.48241347074508667
354,0.18550905585289001,0.4658485949039459,0.2803395390510559
355,0.2078145146369934,0.31559911370277405,0.10778459906578064
356,0.24720369279384613,0.3433367908000946,0.09613309800624847
357,0.2905818819999695,0.5113934874534607,0.2208116054534912
358,0.3215583264827728,0.6550936698913574,0.3335353434085846
359,0.33154296875,0.638028621673584,0.306485652923584
360,0.324808806180954,0.477942556142807,0.15313374996185303
361,0.3132169544696808,0.32732093334198,0.014103978872299194
362,0.30569908022880554,0.3282375931739807,0.02253851294517517
363,0.30228668451309204,0.47764918208122253,0.1753624975681305
364,0.2978938817977905,0.6291046738624573,0.33121079206466675
365,0.2914051115512848,0.6297367215156555,0.3383316099643707
366,0.2901102304458618,0.4651506543159485,0.17504042387008667
367,0.30380892753601074,0.2767137289047241,-0.02709519863128662
368,0.3333349823951721,0.23356075584888458,-0.09977422654628754
369,0.3649628758430481,0.3766574263572693,0.011694550514221191
370,0.3781082332134247,0.5793304443359375,0.20122221112251282
371,0.36180225014686584,0.6620315313339233,0.3002292811870575
372,0.32615926861763,0.5566622614860535,0.23050299286842346
373,0.297538161277771,0.3691141605377197,0.07157599925994873
374,0.299246609210968,0.28152644634246826,-0.017720162868499756
375,0.33248603343963623,0.3833644390106201,0.05087840557098389
376,0.37338125705718994,0.5867827534675598,0.21340149641036987
377,0.38961338996887207,0.7052122354507446,0.31559884548187256
378,0.36426055431365967,0.6242713332176208,0.2600107789039612
379,0.3083483576774597,0.40856504440307617,0.10021668672561646
380,0.25251278281211853,0.24575431644916534,-0.006758466362953186
381,0.22478847205638885,0.27795860171318054,0.05317012965679169
382,0.23204249143600464,0.4739074110984802,0.24186491966247559
383,0.2586359679698944,0.6583437919616699,0.3997078239917755
384,0.2813929319381714,0.6714645624160767,0.3900716304779053
385,0.2873806655406952,0.5125348567962646,0.22515419125556946
386,0.280470609664917,0.3368988633155823,0.05642825365066528
387,0.2735210657119751,0.3105248808860779,0.03700381517410278
388,0.27515172958374023,0.45686838030815125,0.181716650724411
389,0.2831522226333618,0.6371386647224426,0.3539864420890808
390,0.2889605164527893,0.6812989711761475,0.39233845472335815
391,0.287236750125885,0.5476429462432861,0.2604061961174011
392,0.280802845954895,0.36232876777648926,0.08152592182159424
393,0.27684032917022705,0.30153363943099976,0.024693310260772705
394,0.2790895700454712,0.4253392219543457,0.1462496519088745
395,0.28424960374832153,0.6184629797935486,0.33421337604522705
396,0.28598248958587646,0.6950520873069763,0.40906959772109985
397,0.2819684147834778,0.5725165605545044,0.2905481457710266
398,0.27642467617988586,0.3533822298049927,0.07695755362510681
399,0.27520373463630676,0.23663856089115143,-0.038565173745155334
400,0.2783800959587097,0.3366815447807312,0.058301448822021484
401,0.27819177508354187,0.5749520659446716,0.29676029086112976
402,0.2652425765991211,0.745602011680603,0.48035943508148193
403,0.237656831741333,0.6986242532730103,0.46096742153167725
404,0.2044403851032257,0.4756544828414917,0.271214097738266
405,0.17929574847221375,0.27464574575424194,0.0953499972820282
406,0.17009636759757996,0.27391186356544495,0.10381549596786499
407,0.1736067235469818,0.4736407697200775,0.3000340461730957
408,0.18040606379508972,0.6976141929626465,0.5172080993652344
409,0.1853444129228592,0.7529482841491699,0.5676038861274719
410,0.19333727657794952,0.6028186678886414,0.409481406211853
411,0.21435798704624176,0.39599329233169556,0.1816353052854538
412,0.2517964541912079,0.32777339220046997,0.07597693800926208
413,0.2952664792537689,0.46022194623947144,0.16495546698570251
414,0.3257206678390503,0.6658776998519897,0.34015703201293945
415,0.3296675980091095,0.7457484006881714,0.4160808026790619
416,0.31041663885116577,0.6131047010421753,0.3026880621910095
417,0.2860023081302643,0.37475526332855225,0.08875295519828796
418,0.27481284737586975,0.23548352718353271,-0.039329320192337036
419,0.28103581070899963,0.31292015314102173,0.031884342432022095
420,0.2926953434944153,0.5316731929779053,0.23897784948349
421,0.29415902495384216,0.6927662491798401,0.3986072242259979
422,0.2820327877998352,0.6543780565261841,0.3723452687263489
423,0.269879013299942,0.45879536867141724,0.18891635537147522
424,0.27674978971481323,0.29049021005630493,0.0137404203414917
425,0.3090117573738098,0.3050500154495239,-0.003961741924285889
426,0.35155045986175537,0.486372709274292,0.13482224941253662
427,0.37707871198654175,0.6627131700515747,0.28563445806503296
428,0.3669511675834656,0.6659591197967529,0.29900795221328735
429,0.326703280210495,0.48720523715019226,0.16050195693969727
430,0.28336620330810547,0.28557515144348145,0.0022089481353759766
431,0.26625916361808777,0.24230879545211792,-0.02395036816596985
432,0.28617292642593384,0.39434951543807983,0.108176589012146
433,0.32869184017181396,0.6003658771514893,0.2716740369796753
434,0.3656858801841736,0.6705294251441956,0.304843544960022
435,0.3749125599861145,0.5409108400344849,0.16599828004837036
436,0.35272082686424255,0.33227774500846863,-0.020443081855773926
437,0.31215792894363403,0.2391127049922943,-0.07304522395133972
438,0.27099692821502686,0.350517600774765,0.07952067255973816
439,0.24078181385993958,0.5675234198570251,0.32674160599708557
440,0.22434638440608978,0.6931602358818054,0.46881383657455444
441,0.2202676236629486,0.6132388114929199,0.3929711878299713
442,0.22716814279556274,0.4020995497703552,0.17493140697479248
443,0.2432146668434143,0.2556592524051666,0.01244458556175232
444,0.26295071840286255,0.31207311153411865,0.049122393131256104
445,0.277191162109375,0.5237000584602356,0.2465088963508606
446,0.27842405438423157,0.6982394456863403,0.41981539130210876
447,0.2674584686756134,0.672947347164154,0.40548887848854065
448,0.25430160760879517,0.46403807401657104,0.20973646640777588
449,0.25083959102630615,0.25487852096557617,0.0040389299392700195
450,0.2608214020729065,0.2322278767824173,-0.028593525290489197
451,0.2761577069759369,0.4176343083381653,0.1414766013622284
452,0.2835807204246521,0.6461089849472046,0.3625282645225525
453,0.27634304761886597,0.7118103504180908,0.43546730279922485
454,0.2605544626712799,0.5504834651947021,0.28992900252342224
455,0.25007298588752747,0.2960013449192047,0.045928359031677246
456,0.25415152311325073,0.16191497445106506,-0.09223654866218567
457,0.2689209282398224,0.2551468014717102,-0.013774126768112183
458,0.28067225217819214,0.4873882532119751,0.20671600103378296
459,0.2782820761203766,0.6595906019210815,0.38130852580070496
460,0.2634913921356201,0.6394641399383545,0.3759727478027344
461,0.2493295520544052,0.471840500831604,0.2225109487771988
462,0.24765115976333618,0.32691529393196106,0.07926413416862488
463,0.25700822472572327,0.33964428305625916,0.08263605833053589
464,0.26238375902175903,0.48925185203552246,0.22686809301376343
465,0.2479146420955658,0.6261614561080933,0.37824681401252747
466,0.21179161965847015,0.6161419749259949,0.4043503403663635
467,0.16986379027366638,0.46556735038757324,0.29570356011390686
468,0.14400169253349304,0.31301429867744446,0.16901260614395142
469,0.14472900331020355,0.29823464155197144,0.15350563824176788
470,0.16311222314834595,0.4322746694087982,0.26916244626045227
471,0.17918282747268677,0.5889085531234741,0.40972572565078735
472,0.1798175871372223,0.6233007311820984,0.4434831440448761
473,0.17056554555892944,0.50611412525177,0.3355485796928406
474,0.17092649638652802,0.348733514547348,0.17780701816082
475,0.19689542055130005,0.29780739545822144,0.10091197490692139
476,0.24567890167236328,0.3985162377357483,0.152837336063385
